RootCategory,Textbox240,ParentCategory,Textbox65,ProductCategory,Textbox62,ProductName,ProductId,StockLevel1,VatRate1,CaseCost1,CaseSize1,UnitCost1,SalesPrice1,SalesExVat1,Margin1,LastSoldDate,SupplierName,LastDocketId,LastDocketDate,LastDocketSupplier,LastDocketSupplierCode,LastDocketStatus,Created,Modified,Textbox36
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPEN3 APPLE VPRO 12MG,5000393170095,5,23.00,17.58,6,2.930,6.00,4.88,39.96,13/10/21,P. J. CARROLL & CO,19053,25/08/21,P. J. CARROLL & CO,170101,Received,25/08/21,25/08/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPEN3 CRSHMINT 6MG,5000393169976,-23,23.00,17.58,6,2.930,6.00,4.88,39.96,16/10/21,P. J. CARROLL & CO,19053,25/08/21,P. J. CARROLL & CO,169983,Received,17/04/21,25/08/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPEN3 CRSHMINT VPRO,5000393169914,-61,23.00,17.58,6,2.930,6.00,4.88,39.96,22/10/21,P. J. CARROLL & CO,19694,05/10/21,P. J. CARROLL & CO,169921,In Progress,24/04/21,16/09/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPEN3 CRSHMINT VPRO,5000393169945,-26,23.00,17.58,6,2.930,6.00,4.88,39.96,23/10/21,P. J. CARROLL & CO,19694,05/10/21,P. J. CARROLL & CO,169952,In Progress,09/04/21,06/07/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPEN3 DARKCHERRYVPRO 12MG,5000393170064,4,23.00,17.58,6,2.930,6.00,4.88,39.96,16/10/21,P. J. CARROLL & CO,18983,21/08/21,P. J. CARROLL & CO,170071,Received,21/08/21,21/08/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPEN3 JUST MINT VPRO 12MG,5000393170156,-3,23.00,17.58,6,2.930,6.00,4.88,39.96,26/07/21,P. J. CARROLL & CO,18152,06/07/21,P. J. CARROLL & CO,170163,Received,07/06/21,06/07/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPEN3 JUST MINT VPRO 6MG,5000393170187,0,23.00,17.58,6,2.930,6.00,4.88,39.96,20/10/21,P. J. CARROLL & CO,18152,06/07/21,P. J. CARROLL & CO,170194,Received,02/07/21,06/07/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPEN3 MANGO VPRO 12M,5000393170217,2,23.00,17.58,6,2.930,6.00,4.88,39.96,16/10/21,P. J. CARROLL & CO,18152,06/07/21,P. J. CARROLL & CO,170224,Received,19/06/21,06/07/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPEN3 MASTBLEND CAPS,5000393169853,2,23.00,17.58,6,2.930,6.00,4.88,39.96,18/10/21,P. J. CARROLL & CO,19694,05/10/21,P. J. CARROLL & CO,169860,In Progress,02/07/21,13/07/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPEN3 MASTBLEND VPRO,5000393170248,10,23.00,17.58,6,2.930,6.00,4.88,39.96,02/10/21,P. J. CARROLL & CO,18152,06/07/21,P. J. CARROLL & CO,170255,Received,06/07/21,06/07/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPEN3 PEPPERMINTVPRO,5000393170330,14,23.00,17.58,6,2.930,6.00,4.88,39.96,22/09/21,P. J. CARROLL & CO,19614,30/09/21,P. J. CARROLL & CO,170347,In Progress,19/06/21,02/09/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPEN3 PEPPERMINTVPRO,5000393170361,-5,23.00,17.58,6,2.930,6.00,4.88,39.96,20/10/21,P. J. CARROLL & CO,18152,06/07/21,P. J. CARROLL & CO,170378,Received,06/07/21,06/07/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPEN3 SBERRY VPRO 12MG,5000393170309,5,23.00,17.58,6,2.930,6.00,4.88,39.96,19/08/21,P. J. CARROLL & CO,19053,25/08/21,P. J. CARROLL & CO,170316,Received,19/08/21,25/08/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPEN3 VANILLA  VPRO 12MG,5000393170125,-1,23.00,17.58,6,2.930,6.00,4.88,39.96,05/10/21,P. J. CARROLL & CO,18983,21/08/21,P. J. CARROLL & CO,170132,Received,02/07/21,21/08/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPEN3 WILDBERRY VPRO 12MG,5000393170422,1,23.00,17.58,6,2.930,6.00,4.88,39.96,21/10/21,P. J. CARROLL & CO,18066,30/06/21,P. J. CARROLL & CO,170439,In Progress,30/06/21,30/06/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPOD CHILLED MINT 12MG,5000393169204,-8,23.00,17.07,5,3.410,7.00,5.69,40.07,23/10/21,P. J. CARROLL & CO,19694,05/10/21,P. J. CARROLL & CO,169211,In Progress,22/04/21,20/07/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPOD GARDEN STWBERRY 12MG,5000393169525,-9,23.00,17.07,5,3.410,7.00,5.69,40.07,11/09/21,P. J. CARROLL & CO,19202,02/09/21,P. J. CARROLL & CO,169532,Received,07/04/21,02/09/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPOD GARDEN STWBERRY 18MG,5000393169556,-11,23.00,17.07,5,3.410,7.00,5.69,40.07,09/10/21,P. J. CARROLL & CO,19423,16/09/21,P. J. CARROLL & CO,169563,Received,02/04/21,16/09/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPOD GOLDEN TOBACCO 12MG,5000393169396,13,23.00,17.07,5,3.410,7.00,5.69,40.07,15/10/21,P. J. CARROLL & CO,19475,21/09/21,P. J. CARROLL & CO,169402,In Progress,30/06/21,25/08/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPOD GOLDEN TOBACCO 18MG,5000393169426,6,23.00,17.07,5,3.410,7.00,5.69,40.07,22/10/21,P. J. CARROLL & CO,18895,17/08/21,P. J. CARROLL & CO,169433,Received,30/06/21,17/08/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPOD JUST MANGO 12MG,5000393169457,5,23.00,17.07,5,3.410,7.00,5.69,40.07,,P. J. CARROLL & CO,18720,06/08/21,P. J. CARROLL & CO,169464,In Progress,03/07/21,03/07/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VUSE EPOD JUST MANGO VPRO 18MG,5000393169488,8,23.00,17.07,5,3.410,7.00,5.69,40.07,11/09/21,P. J. CARROLL & CO,18720,06/08/21,P. J. CARROLL & CO,169495,In Progress,06/07/21,06/07/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VYPE EPEN3 JUST MINT CAPS 12MG,5000393030733,-6,23.00,17.58,6,2.930,6.00,4.88,39.96,06/09/20,General Supplier,,,,,,21/07/20,01/03/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VYPE EPEN3 PEPPERMINT CAP,5000393030092,-6,23.00,17.58,6,2.930,6.00,4.88,39.96,13/05/21,General Supplier,,,,,,31/07/20,31/07/20,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VYPE EPOD CARTRIDGE MINT 12MG,5000393030153,-10,23.00,17.07,5,3.410,7.00,5.69,40.07,17/05/21,General Supplier,,,,,,11/05/21,11/05/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VYPE EPOD CHILLED MINT 12MG,5000393030795,-5,23.00,17.07,5,3.410,7.00,5.69,40.07,24/05/21,General Supplier,,,,,,01/01/21,01/01/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VYPE EPOD GOLDEN TOBACCO 12MG,5000393201270,-2,23.00,17.07,5,3.410,7.00,5.69,40.07,05/06/21,General Supplier,,,,,,26/04/21,26/04/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VYPE EPOD GOLDEN TOBACCO 18MG,5000393368140,-9,23.00,17.07,5,3.410,7.00,5.69,40.07,10/09/21,General Supplier,,,,,,06/06/21,06/06/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CAPSULES,39,VYPE EPOD VANILLA MEDLEY 12MG,5000393201362,-5,23.00,17.07,5,3.410,7.00,5.69,40.07,01/06/21,General Supplier,,,,,,14/05/21,14/05/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,AMERICAN SPIRIT BLUE 20PK,5011054102508,2,23.00,112.66,10,11.270,15.00,12.20,7.62,09/05/21,JTI Ireland LTD.,1053,04/10/17,JTI Ireland LTD.,1102515,Received,18/06/17,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,B & H GOLD 20'S 20PK,5011054104205,7,23.00,112.64,10,11.260,15.00,12.20,7.70,24/10/21,JTI Ireland LTD.,19953,19/10/21,JTI Ireland LTD.,1104212,In Progress,10/05/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,B & H GOLD 28'S 28PK,53992659,-3,23.00,111.81,8,13.980,18.20,14.80,5.54,23/12/20,VALUE CENTER,14455,14/12/20,VALUE CENTER,693632,In Progress,12/06/19,07/12/20,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,B & H GOLD KS BIG BOX 23S 23PK,5011054100702,8,23.00,102.07,8,12.760,17.00,13.82,7.67,24/10/21,JTI Ireland LTD.,19953,19/10/21,JTI Ireland LTD.,1100719,In Progress,06/09/16,14/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,BENSON & H GOLD 27'S 27PK,53992352,5,23.00,117.19,8,14.650,19.50,15.85,7.57,24/10/21,JTI Ireland LTD.,19953,19/10/21,JTI Ireland LTD.,1113320,In Progress,21/12/20,14/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,BENSON & H SELECT100 20PK,5011054101938,-1,23.00,108.57,10,10.860,14.50,11.79,7.89,21/09/20,JTI Ireland LTD.,621,24/05/17,JTI Ireland LTD.,1101945,Received,26/04/17,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,BENSON & HEDGES GOLD 35'S 35PK,53992277,0,23.00,149.77,8,18.720,25.00,20.33,7.92,23/10/21,JTI Ireland LTD.,19862,14/10/21,JTI Ireland LTD.,1113375,In Progress,16/03/21,14/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,BENSON & HEDGES SILVER KS 20PK,5011054102034,5,23.00,108.53,10,10.850,14.50,11.79,7.97,05/10/21,JTI Ireland LTD.,18714,06/08/21,JTI Ireland LTD.,1102041,In Progress,07/02/17,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,BLAS MENTHOL CHILL CARD,4030700134282,-844,23.00,21.46,100,0.210,0.35,0.28,25.00,24/10/21,JOHN PLAYER & SON,19474,21/09/21,JOHN PLAYER & SON,A84,In Progress,25/05/20,25/08/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,CAMEL BLUE 20 PK 20PK,40329086,11,23.00,108.59,10,10.860,14.50,11.79,7.89,24/10/21,JTI Ireland LTD.,19862,14/10/21,JTI Ireland LTD.,1000084,In Progress,10/05/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,CAMEL FILTER 20 PK 20PK,40329055,15,23.00,108.59,10,10.860,14.50,11.79,7.89,24/09/21,JTI Ireland LTD.,19862,14/10/21,JTI Ireland LTD.,1000053,In Progress,10/05/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,CARROLLS NUMBER ONE 20PK,5099513101200,31,23.00,111.75,10,11.180,15.00,12.20,8.36,24/10/21,P. J. CARROLL & CO,20002,21/10/21,P. J. CARROLL & CO,084132,Received,10/09/16,21/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,CARROLLS NUMBER ONE 23PK,96135877,11,23.00,96.97,8,12.120,16.20,13.17,7.97,23/10/21,P. J. CARROLL & CO,19614,30/09/21,P. J. CARROLL & CO,084156,In Progress,30/09/16,15/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,DUNHILL INTERNATIONAL 20PK,50393510,31,23.00,113.43,10,11.340,15.20,12.36,8.25,06/10/21,P. J. CARROLL & CO,18720,06/08/21,P. J. CARROLL & CO,084217,In Progress,10/05/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JOHN PLAYER 100 S 20PK,53996053,19,23.00,109.31,10,10.930,14.60,11.87,7.92,03/10/21,JOHN PLAYER & SON,16316,30/03/21,JOHN PLAYER & SON,226,In Progress,10/05/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JOHN PLAYER BLUE 20PK 20 PK,53996084,15,23.00,109.49,10,10.950,14.60,11.87,7.75,24/10/21,JOHN PLAYER & SON,19951,19/10/21,JOHN PLAYER & SON,220,In Progress,10/05/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JOHN PLAYER BLUE 27'S 27PK   8,4030600207208,20,23.00,111.37,8,13.920,18.60,15.12,7.94,24/10/21,JOHN PLAYER & SON,19951,19/10/21,JOHN PLAYER & SON,A67,In Progress,13/06/18,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JOHN PLAYER BLUE BIG 24S 24PK   8,4030600204900,6,23.00,101.96,8,12.750,16.90,13.74,7.21,23/10/21,JOHN PLAYER & SON,19692,05/10/21,JOHN PLAYER & SON,A68,In Progress,17/10/18,15/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JPS BLUE  20 KS 20PK,4030600111789,3,23.00,96.70,10,9.670,13.00,10.57,8.51,23/10/21,JOHN PLAYER & SON,19951,19/10/21,JOHN PLAYER & SON,A39,In Progress,10/05/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JPS BLUE 100S 20PK,4030600111758,10,23.00,96.70,10,9.670,13.00,10.57,8.51,22/10/21,JOHN PLAYER & SON,19864,14/10/21,VALUE CENTER,674293,In Progress,10/05/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JPS BLUE 23'S,4030600261514,0,23.00,88.85,8,11.110,14.85,12.07,7.95,04/03/21,JOHN PLAYER & SON,14423,12/12/20,VALUE CENTER,698677,In Progress,29/10/20,15/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JPS BLUE 27''S 27'S,4030600289440,14,23.00,102.35,8,12.790,17.20,13.98,8.51,24/10/21,JOHN PLAYER & SON,19863,14/10/21,JOHN PLAYER & SON,B58,In Progress,30/09/21,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JPS BLUE 28'S,4030600261484,1,23.00,97.95,8,12.240,16.50,13.41,8.72,15/10/21,JOHN PLAYER & SON,19421,16/09/21,JOHN PLAYER & SON,B51,Received,14/09/20,16/09/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JPS BLUE 35'S,4030600264775,0,23.00,93.76,6,15.630,20.90,16.99,8.00,28/08/21,JOHN PLAYER & SON,18804,12/08/21,VALUE CENTER,699561,Received,27/11/20,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JPS BLUE BIG BOX 24S 24PK,4030600207260,0,23.00,83.21,8,10.400,13.60,11.06,5.97,25/10/20,JOHN PLAYER & SON,12785,14/09/20,VALUE CENTER,690165,Received,13/10/18,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JPS BLUE BIG BOX 29S 29PK,4030600112168,0,23.00,98.81,8,12.350,16.40,13.33,7.35,15/09/20,JOHN PLAYER & SON,12724,10/09/20,VALUE CENTER,691560,Received,10/05/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JPS BLUE KS 34'S,4030600289471,15,23.00,93.72,6,15.620,21.00,17.07,8.49,24/10/21,JOHN PLAYER & SON,19951,19/10/21,JOHN PLAYER & SON,B57,In Progress,22/07/21,15/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JPS BRIGHT 20'S 20PK,4030600236642,5,23.00,96.70,10,9.670,13.00,10.57,8.51,02/10/21,JOHN PLAYER & SON,16478,07/04/21,JOHN PLAYER & SON,A85,In Progress,05/05/20,15/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JPS COOL GREEN 100'S 20,4030600275696,9,23.00,96.41,10,9.640,13.00,10.57,8.80,18/10/21,JOHN PLAYER & SON,19443,18/09/21,VALUE CENTER,700121,Received,01/03/21,15/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JPS COOL GREEN KS 20,4030600275726,12,23.00,96.41,10,9.640,13.00,10.57,8.80,23/10/21,JOHN PLAYER & SON,16204,24/03/21,JOHN PLAYER & SON,B55,In Progress,01/03/21,15/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JPS RED  23'S,4030600261545,7,23.00,88.85,8,11.110,14.85,12.07,7.95,23/10/21,JOHN PLAYER & SON,19692,05/10/21,JOHN PLAYER & SON,B52,In Progress,14/09/20,15/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JPS RED 100 FLASH 715 20PK,5010813814935,5,23.00,96.70,10,9.670,13.00,10.57,8.51,22/10/21,JOHN PLAYER & SON,19863,14/10/21,JOHN PLAYER & SON,252,In Progress,10/05/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JPS RED BIG BOX 24S 24PK,4030600207239,0,23.00,83.21,8,10.400,13.60,11.06,5.97,15/11/20,JOHN PLAYER & SON,12178,06/08/20,VALUE CENTER,690177,Received,26/09/18,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JPS RED KS 715 20PK,5010813814911,18,23.00,96.70,10,9.670,13.00,10.57,8.51,18/10/21,JOHN PLAYER & SON,19692,05/10/21,JOHN PLAYER & SON,250,In Progress,10/05/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JPS SILVER 100 S 20PK,5010813814874,9,23.00,96.70,10,9.670,13.00,10.57,8.51,28/09/21,JOHN PLAYER & SON,19474,21/09/21,JOHN PLAYER & SON,253,In Progress,10/05/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,JPS SILVER KS 20PK,5010813814843,17,23.00,96.70,10,9.670,13.00,10.57,8.51,22/10/21,JOHN PLAYER & SON,19951,19/10/21,JOHN PLAYER & SON,251,In Progress,10/05/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,L&M BLUE LABEL KINGSIZE 20PK,5060077781818,8,23.00,93.78,10,9.380,12.50,10.16,7.68,24/10/21,JAYMARK T&S PHILIP MORRIS,19424,16/09/21,VALUE CENTER,648151,Received,10/05/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,L&M RED LABEL KINGSIZE 20PK,5060077781771,21,23.00,93.78,10,9.380,12.50,10.16,7.68,20/10/21,JAYMARK T&S PHILIP MORRIS,17019,06/05/21,JAYMARK T&S PHILIP MORRIS,XFA030071,Received,06/06/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,LAMBERT & BUT KING 715 20PK,5010813814416,1,23.00,109.77,10,10.980,14.60,11.87,7.50,20/09/21,JOHN PLAYER & SON,12360,19/08/20,VALUE CENTER,639195,Received,10/05/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,MAJOR 25PK,96135914,10,23.00,111.13,8,13.890,18.60,15.12,8.13,24/10/21,P. J. CARROLL & CO,20002,21/10/21,P. J. CARROLL & CO,084231,Received,08/03/17,21/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,MAJOR KS 20PK,96177785,0,23.00,100.90,10,10.090,13.50,10.98,8.11,08/10/21,General Supplier,2847,02/05/18,P. J. CARROLL & CO,048813,Received,19/04/18,09/10/19,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,MARLBORO BRIGHT 20S 20PK,5060592004584,15,23.00,108.94,10,10.890,14.50,11.79,7.63,10/08/21,JAYMARK T&S PHILIP MORRIS,12785,14/09/20,VALUE CENTER,697329,Received,04/06/20,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,MARLBORO GOLD 20K,87248630,18,23.00,110.09,10,11.010,14.70,11.95,7.87,23/10/21,JAYMARK T&S PHILIP MORRIS,19890,15/10/21,VALUE CENTER,653657,In Progress,10/05/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,MARLBORO GOLD 27'S 27PK,5060592003228,23,23.00,111.14,8,13.890,18.50,15.04,7.65,23/10/21,JAYMARK T&S PHILIP MORRIS,19952,19/10/21,VALUE CENTER,697328,In Progress,12/05/20,16/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,MARLBORO GOLD SK 20S 20PK,40235257,4,23.00,110.09,10,11.010,14.70,11.95,7.87,22/10/21,JAYMARK T&S PHILIP MORRIS,18414,20/07/21,JAYMARK T&S PHILIP MORRIS,XFA053816,Received,09/06/18,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,MARLBORO GOLD TOUCH 20PK,5060077782310,16,23.00,97.28,10,9.730,13.00,10.57,7.95,22/10/21,JAYMARK T&S PHILIP MORRIS,19952,19/10/21,VALUE CENTER,653689,In Progress,10/05/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,MARLBORO RED 20PK,87248777,18,23.00,110.09,10,11.010,14.70,11.95,7.87,23/10/21,JAYMARK T&S PHILIP MORRIS,19952,19/10/21,VALUE CENTER,158253,In Progress,10/05/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,MAYFAIR CHOICE RED&GREEN 20PK,53992390,10,23.00,97.17,10,9.720,13.30,10.81,10.08,20/10/21,JTI Ireland LTD.,19057,25/08/21,JTI Ireland LTD.,1112743,Received,04/08/20,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,MAYFAIR KINGSIZE ORIGINAL 20PK,5011054100009,15,23.00,99.84,10,9.980,13.30,10.81,7.68,23/10/21,JTI Ireland LTD.,19953,19/10/21,JTI Ireland LTD.,1100016,In Progress,10/06/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,MAYFAIR KINGSIZE SMOOTH 20PK,5011054100030,19,23.00,99.84,10,9.980,13.30,10.81,7.68,24/10/21,JTI Ireland LTD.,19953,19/10/21,JTI Ireland LTD.,1100047,In Progress,10/05/16,13/10/21,379
TOBACCO,379,CIGARETTES/ TOBACCO,335,CIGARETTES,89,MAYFAIR MEGABOX 33'S 33PK,53992321,9,23.00,129.20,8,16.150,21.50,17.48,7.61,18/10/21,JTI Ireland LTD.,19324,09/09/21,JTI Ireland LTD.,1113221,Received,15/02/21,14/10/21,379
