RootCategory,Textbox240,ParentCategory,Textbox65,ProductCategory,Textbox62,ProductName,ProductId,StockLevel1,VatRate1,CaseCost1,CaseSize1,UnitCost1,SalesPrice1,SalesExVat1,Margin1,LastSoldDate,SupplierName,LastDocketId,LastDocketDate,LastDocketSupplier,LastDocketSupplierCode,LastDocketStatus,Created,Modified,Textbox36
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,JOHN PLAYER BLUE 27'S 27PK   8,4030600207208,14,23.00,106.82,8,13.350,17.90,14.55,8.25,03/09/21,JOHN PLAYER & SON,19204,02/09/21,JOHN PLAYER & SON,A67,Received,13/06/18,02/09/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,JOHN PLAYER BLUE BIG 24S 24PK   8,4030600204900,8,23.00,98.51,8,12.310,16.20,13.17,6.53,01/09/21,VALUE CENTER,18804,12/08/21,VALUE CENTER,687920,Received,17/10/18,12/08/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,JPS BLUE  20 KS 20PK,4030600111789,14,23.00,92.63,10,9.260,12.50,10.16,8.86,04/09/21,JOHN PLAYER & SON,19204,02/09/21,JOHN PLAYER & SON,A39,Received,10/05/16,02/09/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,JPS BLUE 100S 20PK,4030600111758,9,23.00,92.63,10,9.260,12.50,10.16,8.86,03/09/21,JOHN PLAYER & SON,19204,02/09/21,JOHN PLAYER & SON,A40,Received,10/05/16,02/09/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,JPS BLUE 23'S,4030600261514,0,23.00,84.42,8,10.550,14.15,11.50,8.26,04/03/21,JOHN PLAYER & SON,14423,12/12/20,VALUE CENTER,698677,In Progress,29/10/20,24/05/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,JPS BLUE 28'S,4030600261484,11,23.00,97.95,8,12.240,16.50,13.41,8.72,05/09/21,JOHN PLAYER & SON,19052,25/08/21,JOHN PLAYER & SON,B51,Received,14/09/20,25/08/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,JPS BLUE 35'S,4030600264775,0,23.00,90.26,6,15.040,20.00,16.26,7.50,28/08/21,VALUE CENTER,18804,12/08/21,VALUE CENTER,699561,Received,27/11/20,12/08/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,JPS BLUE BIG BOX 24S 24PK,4030600207260,0,23.00,80.10,8,10.010,13.00,10.57,5.30,25/10/20,VALUE CENTER,12785,14/09/20,VALUE CENTER,690165,Received,13/10/18,16/10/20,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,JPS BLUE BIG BOX 29S 29PK,4030600112168,0,23.00,95.20,8,11.900,15.70,12.76,6.74,15/09/20,VALUE CENTER,12724,10/09/20,VALUE CENTER,691560,Received,10/05/16,16/10/20,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,JPS BLUE KS 34'S,4030600289471,14,23.00,89.82,6,14.970,20.00,16.26,7.93,05/09/21,VALUE CENTER,19246,05/09/21,VALUE CENTER,702292,Received,22/07/21,05/09/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,JPS BRIGHT 20'S 20PK,4030600236642,8,23.00,91.54,10,9.150,12.30,10.00,8.50,17/07/21,JOHN PLAYER & SON,16478,07/04/21,JOHN PLAYER & SON,A85,In Progress,05/05/20,24/05/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,JPS COOL GREEN 100'S 20,4030600275696,5,23.00,91.01,10,9.100,12.30,10.00,9.00,25/08/21,JOHN PLAYER & SON,16204,24/03/21,JOHN PLAYER & SON,B56,In Progress,01/03/21,24/05/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,JPS COOL GREEN KS 20,4030600275726,15,23.00,91.01,10,9.100,12.30,10.00,9.00,04/09/21,JOHN PLAYER & SON,16204,24/03/21,JOHN PLAYER & SON,B55,In Progress,01/03/21,24/05/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,JPS RED  23'S,4030600261545,4,23.00,84.42,8,10.550,14.15,11.50,8.26,04/09/21,JOHN PLAYER & SON,19204,02/09/21,JOHN PLAYER & SON,B52,Received,14/09/20,02/09/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,JPS RED 100 FLASH 715 20PK,5010813814935,13,23.00,92.63,10,9.260,12.50,10.16,8.86,05/09/21,JOHN PLAYER & SON,19204,02/09/21,JOHN PLAYER & SON,252,Received,10/05/16,02/09/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,JPS RED BIG BOX 24S 24PK,4030600207239,0,23.00,79.31,8,9.910,13.00,10.57,6.24,15/11/20,JOHN PLAYER & SON,12178,06/08/20,VALUE CENTER,690177,Received,26/09/18,16/10/20,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,JPS RED KS 715 20PK,5010813814911,17,23.00,92.63,10,9.260,12.50,10.16,8.86,02/09/21,JOHN PLAYER & SON,19204,02/09/21,JOHN PLAYER & SON,250,Received,10/05/16,02/09/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,JPS SILVER 100 S 20PK,5010813814874,5,23.00,92.63,10,9.260,12.50,10.16,8.86,26/08/21,JOHN PLAYER & SON,15751,26/02/21,VALUE CENTER,642593,Received,10/05/16,24/05/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,JPS SILVER KS 20PK,5010813814843,11,23.00,92.63,10,9.260,12.50,10.16,8.86,02/09/21,JOHN PLAYER & SON,18894,17/08/21,JOHN PLAYER & SON,251,Received,10/05/16,17/08/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,L&M BLUE LABEL KINGSIZE 20PK,5060077781818,4,23.00,89.71,10,8.970,12.00,9.76,8.09,04/09/21,JAYMARK T&S PHILIP MORRIS,18713,06/08/21,JAYMARK T&S PHILIP MORRIS,XFA030070,In Progress,10/05/16,12/07/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,L&M RED LABEL KINGSIZE 20PK,5060077781771,25,23.00,89.71,10,8.970,12.00,9.76,8.09,28/08/21,JAYMARK T&S PHILIP MORRIS,17019,06/05/21,JAYMARK T&S PHILIP MORRIS,XFA030071,Received,06/06/16,12/07/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,LAMBERT & BUT KING 715 20PK,5010813814416,3,23.00,105.70,10,10.570,14.10,11.46,7.77,09/08/21,JOHN PLAYER & SON,12360,19/08/20,VALUE CENTER,639195,Received,10/05/16,24/05/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,MAJOR 25PK,96135914,16,23.00,106.70,8,13.340,17.90,14.55,8.32,04/09/21,P. J. CARROLL & CO,19202,02/09/21,P. J. CARROLL & CO,084231,Received,08/03/17,02/09/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,MAJOR KS 20PK,96177785,5,23.00,100.90,10,10.090,13.50,10.98,8.11,19/12/20,General Supplier,2847,02/05/18,P. J. CARROLL & CO,048813,Received,19/04/18,09/10/19,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,MARLBORO BRIGHT 20S 20PK,5060592004584,15,23.00,101.75,10,10.180,14.00,11.38,10.54,10/08/21,VALUE CENTER,12785,14/09/20,VALUE CENTER,697329,Received,04/06/20,01/03/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,MARLBORO GOLD 20K,87248630,41,23.00,107.08,10,10.710,14.20,11.54,7.19,04/09/21,VALUE CENTER,19246,05/09/21,VALUE CENTER,653657,Received,10/05/16,05/09/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,MARLBORO GOLD 27'S 27PK,5060592003228,12,23.00,107.60,8,13.450,18.00,14.63,8.07,04/09/21,JAYMARK T&S PHILIP MORRIS,18893,17/08/21,JAYMARK T&S PHILIP MORRIS,XFA065969,Received,12/05/20,17/08/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,MARLBORO GOLD SK 20S 20PK,40235257,9,23.00,106.02,10,10.600,14.20,11.54,8.15,29/08/21,JAYMARK T&S PHILIP MORRIS,18414,20/07/21,JAYMARK T&S PHILIP MORRIS,XFA053816,Received,09/06/18,20/07/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,MARLBORO GOLD TOUCH 20PK,5060077782310,21,23.00,94.14,10,9.410,12.50,10.16,7.38,04/09/21,VALUE CENTER,19246,05/09/21,VALUE CENTER,653689,Received,10/05/16,05/09/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,MARLBORO RED 20PK,87248777,17,23.00,107.08,10,10.710,14.20,11.54,7.19,05/09/21,VALUE CENTER,19205,02/09/21,VALUE CENTER,158253,Received,10/05/16,02/09/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,MAYFAIR CHOICE RED&GREEN 20PK,53992390,17,23.00,93.30,10,9.330,12.80,10.41,10.37,01/09/21,JTI Ireland LTD.,19057,25/08/21,JTI Ireland LTD.,1112743,Received,04/08/20,25/08/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,MAYFAIR KINGSIZE ORIGINAL 20PK,5011054100009,29,23.00,95.78,10,9.580,12.80,10.41,7.97,02/09/21,JTI Ireland LTD.,19203,02/09/21,JTI Ireland LTD.,1100016,Received,10/06/16,02/09/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,MAYFAIR KINGSIZE SMOOTH 20PK,5011054100030,15,23.00,95.78,10,9.580,12.80,10.41,7.97,01/09/21,JTI Ireland LTD.,19057,25/08/21,JTI Ireland LTD.,1100047,Received,10/05/16,25/08/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,MAYFAIR MEGABOX 33'S 33PK,53992321,3,23.00,122.84,8,15.360,20.50,16.67,7.86,04/09/21,JTI Ireland LTD.,17769,15/06/21,JTI Ireland LTD.,1113221,Received,15/02/21,05/07/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,MAYFAIR MEGABOX 34'S 34PK,53992437,0,23.00,120.95,8,15.120,19.70,16.02,5.62,14/02/21,VALUE CENTER,14891,11/01/21,VALUE CENTER,696884,Received,18/05/20,11/01/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,MAYFAIR ORIGINAL 27'S 27PK,53992451,14,23.00,101.87,8,12.730,17.00,13.82,7.89,28/08/21,JTI Ireland LTD.,18080,01/07/21,JTI Ireland LTD.,1992468,Received,05/01/20,05/07/21,388
TOBACCO,388,CIGARETTES/ TOBACCO,342,CIGARETTES,87,MAYFAIR S KINGS ORGINAL 20PK,5011054100139,14,23.00,95.78,10,9.580,12.80,10.41,7.97,05/09/21,JTI Ireland LTD.,19203,02/09/21,JTI Ireland LTD.,1100146,Received,10/05/16,02/09/21,388
